Mc,eta,DL,z,m1,m2,M_tot,q,full_faith,snr,inspiral_t,Mc_full_bias,Mc_stat_err,Mc_max_lam,Mc_min_faith,Mc_max_lam_index_first,full_inner_prod,Mc_min_inner_prod
1.8704047906800447,0.00980296049406921,675.893466765468,0.13856070695119663,29.702970297029697,0.29702970297029724,29.999999999999993,99.99999999999991,0.47766935993630477,99.99999999999997,3127.5710174907867,-3.372440646553043e-05,2.6582556286535024e-06,0.00874763084997813,0.9998467859845522,5,0.2325644609480353,0.9998322179107615
2.520876053232655,0.016120693840209935,869.0351813326307,0.17430250402350672,29.50832090711434,0.491679092885659,29.999999999999996,60.01540706953867,0.6307991088447273,100.00000000000001,1902.7263449813693,8.981252805762447e-05,5.869880244807034e-06,0.0443213296398892,0.9978823738894865,5,0.3281120441553244,0.997923069395326
3.3801355009223237,0.026283796300990113,1113.935794714468,0.21785663024336036,29.189594191840335,0.8104058081596682,30.0,36.01849085722412,0.8325401407705685,99.99999999999999,1167.8489634259388,-0.0003757420982749394,1.278078720957857e-05,0.01662049861495845,0.999388607190596,5,0.6150991467134725,0.999394241871349
4.494490051804388,0.042260238912501906,1420.3054467156044,0.2700183561758049,28.67354324887109,1.3264567511289058,29.999999999999996,21.616643908267598,0.946159148171952,100.00000000000001,727.1727172084644,-0.0004792441249278556,2.7256800776051054e-05,0.1080332409972299,0.9984700418737825,5,0.8466672604615473,0.9980493696319772
5.89647500156657,0.06644342505714412,1794.805723911963,0.3309058926426251,27.85305090041155,2.146949099588444,29.999999999999993,12.973316836319407,0.9862736798572148,100.00000000000001,463.30444656264166,7.654696153595354e-05,5.635675006058111e-05,1.0,0.9862736798572118,5,0.9202514836225546,0.9202514836225728
7.5746181175384795,0.10086313886857924,2234.7984104058005,0.39918366275925365,26.585472585021236,3.414527414978762,29.999999999999996,7.785988909738069,0.9963720377044781,100.00000000000001,305.9511700368973,0.0010012239290855922,0.00011104328037988045,0.4238227146814404,0.9994231079985214,5,0.9258403440697764,0.9821057254951178
9.425640224332055,0.1452053685379108,2717.4307761395235,0.4708316077222792,24.711599678522596,5.288400321477398,29.999999999999993,4.6727929385684295,0.9952225662325679,99.99999999999997,213.19432451726848,0.002624411275022823,0.0002027550624477363,0.2631578947368421,0.995943134186439,5,0.9152641675780138,0.9893944454940793
11.206810065683204,0.19376169635742557,3185.6303814514918,0.5377074526126364,22.114384954324365,7.8856150456756255,29.99999999999999,2.8043957035984937,0.9948365821486712,100.0,160.3226994938101,0.004726396598276134,0.0003297013946926275,0.23545706371191136,0.9925546476429159,5,0.9081326162535601,0.9889533422397939
12.543657229283422,0.23379660761286927,3542.686185576474,0.5872525380554866,18.818776394136954,11.18122360586304,29.999999999999993,1.6830694973552849,0.9966994626178188,100.0,133.2495131065879,0.006507761550213697,0.0004555410336595336,0.24930747922437674,0.9913225216408862,5,0.906576406132595,0.9862467333095053
13.058060601038042,0.24999368702810534,3681.720121670619,0.6062434054141405,15.07537688442215,14.924623115577845,29.999999999999996,1.0101010101010157,0.9962888608987078,99.99999999999999,124.76044434623311,0.007337250320306216,0.0005120988988163107,0.24930747922437674,0.9908414159820893,5,0.9051065217353866,0.9852361593594543
